youtubeId,title,description,viewCount,likeCount,dislikeCount,commentCount,duration,favoriteCount
K26_sDKnvMU,Toy Story (1995) Trailer 2 (VHS Capture),Trailer for Toy Story (1995) captured from the The Santa Clause (1994) VHS tape. This tape is labeled 3633 and released in (1994).,110142.0,120.0,0.0,0.0,PT1M31S,0.0
3LPANjHlPxo,Jumanji Trailer 1995,"Jumanji Trailer 1995
Director: Joe Johnston
Starring: Kirsten Dunst, Bebe Neuwirth, Bonnie Hunt, David Alan Grier, Robin Williams, Bradley Michael Pierce

Official Content From Sony Pictures Home Entertainment

After 25 years, a man is finally freed from the spell of an ancient magical board game. But the kids who saved him accidentally unleash a horde of wild jungle animals, threatening their hometown with destruction.

Movie, Jumanji Movie,Jumanji Trailer,Jumanji 1995, Joe Johnston,Kirsten Dunst, Bebe Neuwirth, Bonnie Hunt, David Alan Grier, Robin Williams, Bradley Michael Pierce",188222.0,280.0,0.0,0.0,PT2M48S,0.0
rEnOoWs3FuA,Grumpier Old Men - Trailer,"The more things change, the more they stay the same in Wabasha, Minnesota. The uncatchable fish named Catfish Hunter grows fatter. The wisecracks, zingers and put downs pile up like freshly raked leaves. And GRUMPY OLD MEN become grumpier in the sequel that's ""pure delight, a wonderfully warmhearted comedy"" (David Sheehan, CBS-TV). Grabbing fishing rods and picking up where they left off, JACK LEMMON and WALTER MATTHAU reel in another comedy winner as GRUMPIER OLD MEN. ANN-MARGRET, DARYL HANNAH, KEVIN POLLACK and BURGESS MEREDITH also return to the Land of 10,000 Lakes to reprise their roles. And SOPHIA LOREN is the newcomer whose plan to turn the town's beloved bait shop into a ristorante sends the old boys into a tizzy. Be advised: a tizzy is very contagious. Get ready to laugh. And stay tuned for the outtakes, including ""man-sized manicotti!"" ""Better, funnier and even grumpier than the original.""  - Joel Siegel, GOOD MORNING AMERICA/ABC-TV (c) 1995 Warner Bros. All Rights Reserved MPAA Rating: PG-13  (c) 1995 Warner Bros. All Rights Reserved #Trailer #WB",198257.0,218.0,0.0,0.0,PT1M52S,0.0
j9xml1CxgXI,Waiting To Exhale,"Whitney Houston and Angela Bassett star in this funny and touching film about four women who find strength through their rare and special relationship. Savannah, Bernadine, Robin and Gloria are all searching for the Real Thing: true love. Bernadine thought she had it, until her husband left her for another woman. Savannah and Robin are successful in business but their love lives are bankrupt. And divorcee Gloria is getting back in the game by flirting with her new, very eligible neighbor. Based on Terry McMillan's best-selling novel, and featuring the #1 smash hit ""Exhale (Shoop Shoop),"" ""Waiting to Exhale"" is the film you and your friends have been waiting for!",398417.0,0.0,0.0,0.0,PT2M40S,0.0
,,,,,,,,
2GfZl4kuVNI,Heat Trailer HD (1995),"Director: Michael Mann.
Cast: Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore
Plot: A Los Angeles crime saga, ""Heat"" focuses on the lives of two men on opposite sides of the law - one a detective; the other a thief.",1326954.0,7167.0,0.0,0.0,PT2M28S,0.0
twTksx_lWB4,Sabrina (1995) - Trailer,"A remake of a 1954 Billy Wilder romance, this updated version of the play Sabrina Fair was directed by Sydney Pollack. Julia Ormond stars as Sabrina Fairchild, the daughter of a kindly chauffeur (John Wood) at the Long Island estate of the upper crust Larrabee family. Sabrina has grown up enchanted from afar with the Larrabees' sparkling world of privilege and wealth, but she's especially enamored of younger Larrabee brother David (Greg Kinnear), a charming womanizer. After the once plain Sabrina returns from a sojourn in Paris transformed into a remarkably poised and attractive young woman, she at long last catches David's eye. In a calculated effort to manipulate David away from her and into a more financially advantageous marriage, older brother Linus (Harrison Ford) pretends to woo Sabrina himself, but finds himself unintentionally falling in love.",1581996.0,0.0,0.0,0.0,PT2M50S,0.0
-C-xXZyX2zU,Tom and Huck trailer,A preview for this 90s disney movie. From the Aristocats opening. Thanks to videos4everybody.,191750.0,266.0,0.0,0.0,PT1M,0.0
,,,,,,,,
lcOqUE0u1LM,James Bond 007: GoldenEye - Official® Trailer [HD],"Release Date: November 13, 1995

Pierce Brosnan ignites the screen in his first adventure as the unstoppable James Bond. When a powerful satellite system falls into the hands of a former ally-turned-enemy, only 007 can save the world from an awesome space weapon that - in one short pulse - could destroy the earth!

Cast: Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tcheky Karyo, Desmond Llewelyn, Samantha Bond, Ravil Isyanov

Studio: Metro-Goldwyn-Mayer
Director: Martin Campbell
Screenwriter: Michael France, Jeffrey Caine, Kevin Wade, Bruce Feirstein
Genre: Action, Crime, Thriller

Official Website: http://www.007.com / https://www.facebook.com/JamesBond007",336290.0,1910.0,0.0,0.0,PT2M52S,0.0
UrC75wUKoFM,The American President 1995 Movie Trailer,"Subscribe to MovieTrailersByVD: http://bit.ly/QcNd7j
More clips, photos, and news: http://bit.ly/Udr8d9

Follow Videodetective.com on facebook http://www.facebook.com/VideoDetective
Follow Videodetective.com on twitter http://twitter.com/VideoDetective

Subscribe to GameTrailersByVD: http://bit.ly/RNaDlR
Subscribe to TVPromosByVD: http://bit.ly/Plupqf
Subscribe to MusicVideosByVD: http://bit.ly/Te5RuH

Director: Rob Reiner
Cast: Annette Bening, David Paymer, Martin Sheen, Michael Douglas, Michael J. Fox, Samantha Mathis
Studio: Sony Pictures Home Entertainment
Rating: PG-13",14963.0,23.0,0.0,0.0,PT2M50S,0.0
tVdn8JH91Dg,Dracula: Dead and Loving It - Trailer,"A comic reinvention of the Bela Lugosi classic about a Transylvanian vampire who works his evil spell on a perplexed group of Londoners. Mel Brooks's Count is a pratfalling evil prince of a guy who believes in long relationships. Brooks portrays vampire hunter Van Helsing, who won't give a bloodsucker an even break. #Trailer #WB",146973.0,0.0,0.0,0.0,PT2M,0.0
,,,,,,,,
dO2LWKpeyI8,NIXON Original Theatrical Trailer,"One of the best film trailers of all time, this was the original theatrical trailer for one of the greatest political dramas of all time, Oliver Stone's 1995 classic NIXON, starring Anthony Hopkins and Joan Allen.",282859.0,848.0,0.0,0.0,PT4M33S,0.0
,,,,,,,,
EJXDMwGWhoA,Casino Official Trailer #1 - (1995) HD,"Casino movie clips: http://j.mp/1JbOasm
BUY THE MOVIE: http://amzn.to/u3En6F
Don't miss the HOTTEST NEW TRAILERS: http://bit.ly/1u2y6pr

CLIP DESCRIPTION:
Sam Rothstein (Robert De Niro) fights his old friend Nicky (Joe Pesci) and his wife Ginger (Sharon Stone) for control of his Las Vegas empire.

FILM DESCRIPTION:
The inner-workings of a corrupt Las Vegas casino are exposed in Martin Scorsese's story of crime and punishment. The film chronicles the lives and times of three characters: ""Ace"" Rothstein (Robert De Niro), a bookmaking wizard; Nicky Santoro (Joe Pesci), a Mafia underboss and longtime best friend to Ace; and Ginger McKenna (Sharon Stone, in a role she was born to play), a leggy ex-prostitute with a fondness for jewelry and a penchant for playing the field. Ace plays by the rules (albeit Vegas rules, which, as he reminds the audience in voiceover, would make him a criminal in any other state), while Nicky and Ginger lie, cheat, and steal their respective ways to the top. The film's first hour and a half details their rise to power, while the second half follows their downfall as the FBI, corrupt government officials, and angry mob bosses pick apart their Camelot piece by piece.

CREDITS:
TM & © Universal (1995)
Cast: Robert De Niro, Alan King, Joe Pesci, James Woods, Sharon Stone
Director: Martin Scorsese
Producers: Barbara De Fina, Joseph P. Reidy
Screenwriters: Nicholas Pileggi, Martin Scorsese

WHO ARE WE?
The MOVIECLIPS channel is the largest collection of licensed movie clips on the web. Here you will find unforgettable moments, scenes and lines from all your favorite films. Made by movie fans, for movie fans.

SUBSCRIBE TO OUR MOVIE CHANNELS:
MOVIECLIPS: http://bit.ly/1u2yaWd
ComingSoon: http://bit.ly/1DVpgtR
Indie & Film Festivals: http://bit.ly/1wbkfYg
Hero Central: http://bit.ly/1AMUZwv
Extras: http://bit.ly/1u431fr
Classic Trailers: http://bit.ly/1u43jDe
Pop-Up Trailers: http://bit.ly/1z7EtZR
Movie News: http://bit.ly/1C3Ncd2
Movie Games: http://bit.ly/1ygDV13
Fandango: http://bit.ly/1Bl79ye
Fandango FrontRunners: http://bit.ly/1CggQfC

HIT US UP:
Facebook: http://on.fb.me/1y8M8ax
Twitter: http://bit.ly/1ghOWmt
Pinterest: http://bit.ly/14wL9De
Tumblr: http://bit.ly/1vUwhH7",2230290.0,8667.0,0.0,0.0,PT3M3S,0.0
,,,,,,,,
,,,,,,,,
DfqPjRMsRP0,Ace Ventura: When Nature Calls,"Africa's the place and Ace is on the case, setting out to rescue an animal he loathes: a bat! Jim Carrey (Batman Forever) returns as Ace, the alligator-wrasslin', elephant-calling, monkeyshining, loogie-launching, burning coals-crossing, disguise-mastering pet detective. If you're ready to laugh like a pack of hyenas, if you want more fun than an industrial-sized barrel of monkeys, you know what to do. Heed the call.",75726.0,200.0,0.0,0.0,PT1M59S,0.0
,,,,,,,,
yNLaTtpovys,Get Shorty Official Trailer #1 - Gene Hackman Movie (1995) HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Get Shorty Trailer - Chili Palmer (John Travolta), a loan shark, visits Hollywood to collect a debt and gets into the movie business. Based on a novel by Elmore Leonard. Also starring Gene Hackman Danny DeVito and Rene Russo

MGM - 1995",329979.0,884.0,0.0,0.0,PT2M35S,0.0
lsmXhM4yfU0,Copycat (1995) trailer,"Trailer for director Jon Amiel's film starring Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara, Harry Connick Jr.",346087.0,404.0,0.0,0.0,PT2M,0.0
OOTTvrb4JZI,Assassins Trailer HD  (1995),"Director: Richard Donner
Cast:Sylvester Stallone, Antonio Banderas,Julianne Moore.
Plot: Robert Rath is a seasoned hitman who just wants out of the business with no back talk. But, as things go, it ain't so easy. A younger, peppier assassin named Bain is having a field day trying to kill said older assassin. Rath teams up with a computer hacker named Electra to defeat the obsessed Bain.",179176.0,296.0,0.0,0.0,PT2M42S,0.0
gHl-UHu2-lM,Powder Re-Cut Trailer,"Project for Independent Study. Assignment was to make trailers for films and to put them into different genres.
Big thanks to Kevin Macleod for the music.",137731.0,388.0,0.0,0.0,PT4M3S,0.0
UMlYWZgCIgo,LEAVING LAS VEGAS - Trailer ( 1995 ),Trailer for Mike Figgis's film,738526.0,820.0,0.0,0.0,PT2M1S,0.0
,,,,,,,,
RQLVzTtt2Ws,"Now and Then (1995) Official Trailer 1 - Christina Ricci, Rosie O'Donnell Movie HD","Now and Then (1995) Official Trailer 1 - Christina Ricci, Rosie O'Donnell Movie HD
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt

Roberta, Teeny, Samantha and Chrissy have been busy growing up, but they always remembered the promise they made to be there for each other. Now they're together again to relive the greatest summer of their lives.

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",767314.0,6915.0,0.0,0.0,PT2M42S,0.0
lYSHAyODiGs,Persuasion Trailer 1995,"Persuasion Trailer 1995
Director: Roger Michell
Starring: Ciaran Hinds, Amanda Root, Sophie Thompson, Susan Fleetwood,  ,  

Official Content From Sony Pictures Home Entertainment

Eight years after her wealthy family forced her to break up with the man she loves, a mousy woman follows her heart when she gets a second chance with her true love. Based on a novel by Jane Austen.

Movie, Persuasion Movie,Persuasion Trailer,Persuasion 1995, Roger Michell,Ciaran Hinds, Amanda Root, Sophie Thompson, Susan Fleetwood,  ,",208291.0,418.0,0.0,0.0,PT1M24S,0.0
toH1vzAmDBI,Cité des enfants perdus - City of Lost Children - Trailer,Cité des enfants perdus - City of Lost Children trailer,84224.0,111.0,0.0,0.0,PT1M15S,0.0
mQf3Ngg2cks,Shanghai Triad Trailer 1995,"Shanghai Triad Trailer 1995
Director: Zhang Yimou
Starring: Gong Li, Li Xuejian, Li Baotian, Sun Chun, Wang Xiaoxiao, Jiang Baoying

Official Content From Sony Pictures Home Entertainment

The charms of an alluring prostitute are used as bait by feuding gang lords. Highly acclaimed, sumptuous production from multi-award winning director Zhang Yimou. In Mandarin with English subtitles.

Movie, Shanghai Triad Movie,Shanghai Triad Trailer,Shanghai Triad 1995, Zhang Yimou,Gong Li, Li Xuejian, Li Baotian, Sun Chun, Wang Xiaoxiao, Jiang Baoying",41931.0,150.0,0.0,0.0,PT2M14S,0.0
gA-5nLQCmW8,Dangerous Minds Trailer,"Dangerous Minds Trailer - 1995  Check out red-evidz on youtube
Ghetto school drama with Michelle Pfeiffer playing the role of school teacher to a class of street misfits...  Supported by a great R&B/Gangster rap soundtrack.",1198778.0,4871.0,0.0,0.0,PT1M57S,0.0
15s4Y9ffW_o,12 Monkeys Official Trailer #1 - (1995) HD,"Twelve Monkeys movie clips: http://j.mp/1J8Uktc
BUY THE MOVIE: http://amzn.to/uctI2e
Don't miss the HOTTEST NEW TRAILERS: http://bit.ly/1u2y6pr

CLIP DESCRIPTION:
In a futuristic world devastated by disease, a convict (Bruce Willis) is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.

FILM DESCRIPTION:
An intense film about time travel, this sci-fi entry was directed by Terry Gilliam, a member of the comedy troupe Monty Python. The film stars Bruce Willis as James Cole, a prisoner of the state in the year 2035 who can earn parole if he agrees to travel back in time and thwart a devastating plague. The virus has wiped out most of the Earth's population and the remainder live underground because the air is poisonous. Returning to the year 1990, six years before the start of the plague, Cole is soon imprisoned in a psychiatric facility because his warnings sound like mad ravings. There he meets a scientist named Dr. Kathryn Railly (Madeleine Stowe) and Jeffrey Goines (Brad Pitt), the mad son of an eminent virologist (Christopher Plummer). Cole is returned by the authorities to the year 2035, and finally ends up at his intended destination in 1996. He kidnaps Dr. Railly in order to enlist her help in his quest. Cole discovers graffiti by an apparent animal rights group called the Army of the Twelve Monkeys, but as he delves into the mystery, he hears voices, loses his bearings, and doubts his own sanity. He must figure out if Goines, who seems to be a raving lunatic, holds the key to the puzzle.

CREDITS:
TM & © Universal (1995)
Cast: Brad Pitt, Christopher Plummer, Christopher Meloni
Director: Terry Gilliam
Producers: Robert Cavallo, Mark Egerton, Robert Kosberg, Gary Levinsohn, Lloyd Phillips, Charles Roven, Kelley Smith-Wait
Screenwriters: Chris Marker, David Webb Peoples, Janet Peoples

WHO ARE WE?
The MOVIECLIPS channel is the largest collection of licensed movie clips on the web. Here you will find unforgettable moments, scenes and lines from all your favorite films. Made by movie fans, for movie fans.

SUBSCRIBE TO OUR MOVIE CHANNELS:
MOVIECLIPS: http://bit.ly/1u2yaWd
ComingSoon: http://bit.ly/1DVpgtR
Indie & Film Festivals: http://bit.ly/1wbkfYg
Hero Central: http://bit.ly/1AMUZwv
Extras: http://bit.ly/1u431fr
Classic Trailers: http://bit.ly/1u43jDe
Pop-Up Trailers: http://bit.ly/1z7EtZR
Movie News: http://bit.ly/1C3Ncd2
Movie Games: http://bit.ly/1ygDV13
Fandango: http://bit.ly/1Bl79ye
Fandango FrontRunners: http://bit.ly/1CggQfC

HIT US UP:
Facebook: http://on.fb.me/1y8M8ax
Twitter: http://bit.ly/1ghOWmt
Pinterest: http://bit.ly/14wL9De
Tumblr: http://bit.ly/1vUwhH7",2950232.0,9588.0,0.0,0.0,PT2M51S,0.0
3_wez2B83ic,Wings of Courage - Trailer | Crackle,"All your favorite Crackle content has made the move over to http://www.Crackle.com. Create a free account and enjoy!
 
SUBSCRIBE for more series like this: http://bit.ly/CrackleSub
 
Starting in 2014 Crackle movies & shows will be available only at http://bit.ly/CrackleDotCom. Create a free Crackle account for full access here: http://bit.ly/CrackleSignUp
 
Connect with Crackle Online:
Visit the Crackle WEBSITE: http://bit.ly/CrackleWeb
Like Crackle on FACEBOOK: http://bit.ly/CrackleFaceBook
Follow Crackle on TWITTER: http://bit.ly/CrackleTwitter
 
About Crackle:
Crackle, a unit of Sony Pictures Television, programs Hollywood movies, TV shows and original series and movies for the world's connected audience. With 25 million viewers across 22 countries, Crackle specializes in genres such as Action, Comedy, Crime, Horror and Sci-fi. Original series on Crackle include the psychological thriller Chosen; Cleaners, starring David Arquette and Gina Gershon; the first ever made for digital movie Extraction; and the Emmy nominated Comedians in Cars Getting Coffee. Crackle is always freely accessible on every screen, with no subscription or authentication required.
 
Wings of Courage - Trailer | Crackle
http://www.youtube.com/user/crackle",3814.0,5.0,0.0,0.0,PT1M5S,0.0
tVxeoUtVF0o,Babe (1995),"Babe (Chris Noonan, USA - AUST, 1995) Trailer
Info: http://www.imdb.com/title/tt0112431/
+
No Sala de Exibição:
http://saladeexibicao.blogspot.com/2010/04/026-babe-o-porquinho-atrapalhado.html
+
Revista ÉPOCA - 300 filmes para ver antes de morrer:
http://saladeexibicao.blogspot.com/2009/11/epoca-300-filmes-para-assistir-antes-de.html",141391.0,106.0,0.0,0.0,PT2M9S,0.0
ccq3f9-lQyM,Carrington Trailer 1995,"Carrington Trailer 1995
Director: Christopher Hampton
Starring: Jonathan Pryce, Emma Thompson, Rufus Sewell, Samuel West, Steven Waddington,  

Official Content From MGM Home Entertainment

A famous woman painter and an infamous gay intellectual flout contemporary values of love, art, life and sex in the midst of morally rigid England, during the years just after World War I.

Movie, Carrington Movie,Carrington Trailer,Carrington 1995, Christopher Hampton,Jonathan Pryce, Emma Thompson, Rufus Sewell, Samuel West, Steven Waddington,",33121.0,99.0,0.0,0.0,PT2M32S,0.0
,,,,,,,,
qpQ-CnutDy0,Across The Sea Of Time,"A great film resource for then and now view of nyc streets
as well as nyc history and immigration
Only available on VHS
http://www.amazon.com/Across-Sea-Time-VHS/dp/0800191617/ref=sr_1_2?ie=UTF8&s=video&qid=1265048343&sr=8-2-catcorr",15373.0,80.0,0.0,0.0,PT3M42S,0.0
6PKq7YSpO6c,It Takes Two Trailer 1995,"It Takes Two Trailer 1995
Starring: Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco,  

Official Content From Warner Home Video

Two identical strangers from opposite sides of the track switch places to play matchmaker to a loving social worker and a widowed financier.

Movie, It Takes Two Movie,It Takes Two Trailer,It Takes Two 1995, Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco,",552469.0,1671.0,0.0,0.0,PT1M56S,0.0
XuHEa7pWAQY,CLUELESS Director Amy Heckerling on how she cast Alicia Silverstone and Paul Rudd,"At a Harold Lloyd Masters Seminar talk at the AFI Conservatory, Director and AFI alum Amy Heckerling describes how she cast Alicia Silverstone and Paul Rudd in CLUELESS.

Heckerling first saw Silverstone while watching an Aerosmith music videos on her treadmill. She considered Adam Horovitz for the role of Josh.

Subscribe to this channel for more exclusive videos from the AFI Archive:
https://www.youtube.com/subscription_center?add_user=AFI

Follow AFI:
https://www.facebook.com/AmericanFilmInstitute
https://twitter.com/AmericanFilm
https://instagram.com/americanfilminstitute
http://americanfilminstitute.tumblr.com
http://www.afi.com",11130.0,87.0,0.0,0.0,PT1M47S,0.0
,,,,,,,,
OXc0-EME0C8,Richard III - Ian McKellen - Original Trailer  by Film&Clips,"Richard III - Ian McKellen - Original Trailer  by Film&Clips

""Richard III"" (Riccardo III). Directed by Richard Loncraine, with Ian McKellen, Annette Bening, Jim Broadbent, Robert Downey Jr., Nigel Hawthorne, Kristin Scott Thomas, Maggie Smith, Dominic West

The classic Shakespearean play about a murderously scheming king staged in an alternative fascist England setting. 

Riccardo III è un film del 1995 diretto da Richard Loncraine, che ambienta l'omonima tragedia di Shakespeare negli anni venti del Novecento, in un'immaginaria Inghilterra sotto una dittatura di stampo fascista.
In un'Inghilterra del primo ventennio del Novecento, una cruenta guerra civile termina con l'uccisione del re Enrico. Gli succede il figlio Riccardo, con la moglie americana Annette e tre figli a carico. Ma il duca di Gloucester, suo fratello, si oppone e cerca di rubare il trono a Riccardo uccidendo molte persone...

Connect with Film & Clips here:
Facebook: https://www.facebook.com/FilmClips-1716901998587585
Twitter: https://twitter.com/filmandclips

Download our App here: https://itunes.apple.com/it/app/film-clips/id1142643423?mt=8

Il più bel canale di cinema gratuito e legale di Youtube.
The best FREE & LEGAL Youtube Channel: movies, clips, docs, short movies from all around the world - italian, english, spanish, french, deutsch, and other subtitles available!
Iscriviti a Film&Clips: http://bit.ly/2gKbdoL
Facebook: https://www.facebook.com/FilmClips-1716901998587585
Twitter: https://twitter.com/filmandclips
App: http://apple.co/2bgqnM6
 
Tutte le playlist: http://bit.ly/2hF4qO6
Film&Clips Movie Clips Collection: http://bit.ly/2h0wEyM
Film&Clips Original Trailers: http://bit.ly/2gL5uOT
Film&Clips Soft Sexy: http://bit.ly/2hlMWW4
Film&Clips English: http://bit.ly/2gIQwKI
Film&Clips Film in Italiano Completi: http://bit.ly/2hlBmu8
Film&Clips Interviste & Backstage: http://bit.ly/2hNBFej
Film&Clips - Français: http://bit.ly/2hNBv6r
Film&Clips - Español: http://bit.ly/2hlK8rY
Film&Clips - Deutsch: http://bit.ly/2hFeLJW
Film&Clips - Japanese: http://bit.ly/2hBaQe1
Film&Clips Fashion: http://bit.ly/2g0NLm8

Download our App here: https://itunes.apple.com/it/app/film-clips/id1142643423?mt=8

Film & Clips offers a wide selection of FREE & LEGAL movie content on Youtube: full movies, clips, documentaries, short movies, trailers from all around the world in different languages and subtitles. 
Don't miss our vast array of genres: horror, adventure, drama, comedy, cult and b-movies, spaghetti western, Italian cult movies all free in streaming on our channel.",344929.0,1214.0,0.0,0.0,PT2M59S,0.0
,,,,,,,,
CvsAuHYBgEQ,Restoration (1995) Official Trailer 1 - Robert Downey Jr. Movie,"Starring: Robert Downey Jr., Sam Neill, and David Thewlis
Restoration (1995) Official Trailer 1 - Robert Downey Jr. Movie

The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.

Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
We're on SNAPCHAT: http://bit.ly/2cOzfcy
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",171484.0,1121.0,0.0,0.0,PT2M12S,0.0
